0  39.41  22.77  1  1   75
0  28.12   7.63  1  1   75
0  24.91   5.54  1  1   75
0  40.33  21.48  0  1   75
0  28.06   9.04  0  1   75
0  41.17  22.82  0  1   75
0  46.56  29.39  1  0   75
0  45.80  29.39  1  0   75
0  44.97  29.39  0  0   75
0  32.97  16.38  1  0   75
0  28.71   9.04  0  1   75
0  36.82  16.38  0  1   75
0  32.48  10.52  0  1   75
0  29.43   8.56  1  0   75
0  25.69   5.77  1  1   75
0  27.31   6.59  0  1   75
0  38.20  21.43  0  1   75
0  26.68   6.59  0  1   75
0  29.43   5.80  1  1   75
0  38.23  21.48  1  1   75
0  30.00   8.57  0  1   75
0  28.12   7.63  1  1   75
0  24.46   5.56  0  0   75
0  28.57   5.77  0  1   75
0  33.48  16.39  0  0   75
0  29.62   8.56  0  1   75
0  32.57  15.90  0  1   75
0  48.89  30.37  0  1   75
0  28.25   9.58  0  0   75
0  32.99  16.39  1  1   75
0  23.61   7.19  0  1   75
0  27.85   6.58  0  1   75
0  28.78   6.61  1  1   75
0  28.63   6.58  0  1   75
0  35.77  21.46  0  0   75
1  30.64   8.56  0  0   75
0  28.03   9.58  0  1   75
0  27.72   7.65  0  1   75
0  27.93   9.36  1  0   75
0  28.27   8.57  1  0   75
0  26.70   7.63  1  0   75
0  40.94  22.82  1  0   75
0  29.86   6.59  1  0   75
0  28.31   5.61  0  1   75
0  32.73   7.62  1  1   75
0  24.67   6.21  0  1   75
0  27.49   6.61  0  0   75
0  28.52   6.58  0  1   75
0  25.41   6.61  1  0   75
0  40.74  22.83  1  1   75
0  27.30   6.59  1  0   75
0  39.01  21.48  1  1   75
0  28.96   6.58  0  1   75
0  22.98   5.46  1  1   75
0  27.80   5.80  1  0   75
0  47.21  31.21  0  0   75
0  28.56   6.58  0  0   75
0  28.27   8.57  1  1   75
0  27.67   6.50  1  1   75
0  26.96   5.48  0  1   75
0  49.16  31.18  1  1   75
0  29.43   9.58  1  1   75
0  25.60   5.80  0  0   75
0  27.45   6.61  1  1   75
0  27.89   6.57  1  0   75
0  47.43  31.21  1  0   75
0  27.78   5.80  0  1   75
0  26.59   5.76  0  1   75
0  39.82  21.46  0  0   75
0  38.43  21.43  1  1   75
0  33.79  16.39  1  1   75
0  48.88  31.19  1  0   75
0  46.56  29.30  1  0   75
0  39.97  20.77  0  0   75
0  44.65  22.86  1  1   75
0  42.58  22.77  0  0   75
0  30.15   8.57  0  0   75
0  27.15   6.59  0  0   75
0  27.03   6.59  0  0   75
0  42.98  21.50  1  0   75
0  24.19   6.16  1  0   75
0  42.54  22.77  0  0   75
1  38.55  21.44  1  1   75
0  27.26   7.63  1  1   75
0  46.35  31.21  0  0   75
0  37.66  21.49  1  1   75
0  27.50   6.59  0  0   75
0  28.32   6.57  0  1   75
1  41.14  22.77  0  1   75
0  24.26   5.57  0  0   75
0  43.06  21.48  0  1   75
0  23.41   5.41  0  1   75
0  40.52  21.49  0  1   75
0  29.41  10.36  1  1   75
0  25.79   5.76  1  0   75
0  26.23   5.80  0  0   75
0  40.75  22.77  1  1   75
0  23.87   5.57  0  0   75
0  28.36   6.58  0  1   75
0  39.61  22.82  1  0   75
0  27.28   9.73  0  1   75
0  41.03  22.82  0  1   75
0  28.36   6.58  1  1   75
0  51.81  29.56  0  0   75
1  46.54  29.39  0  0   75
0  26.48   5.77  0  0   75
0  39.92  22.82  0  1   75
0  27.82   8.57  0  1   75
0  33.40  16.39  1  1   75
0  48.79  31.11  1  1   75
0  25.26   6.14  0  1   75
0  26.86   6.84  0  1   75
0  25.92   5.80  1  1   75
0  32.64  16.35  0  1   75
0  40.52  22.77  0  1   75
0  26.94   6.58  0  1   75
0  27.20   6.59  0  0   75
0  23.23   5.76  0  0   75
0  39.81  21.48  1  1   75
0  48.40  31.47  0  0   75
0  23.75   5.23  1  1   75
0  28.66   6.63  0  1   75
0  39.08  22.77  1  1   75
0  24.42   5.57  1  0   75
0  34.55  16.36  1  1   75
0  27.91   6.58  0  0   75
0  26.70   6.57  0  1   75
0  28.41   9.59  0  1   75
0  22.89   5.41  0  1   75
0  41.74  21.48  1  0   75
0  40.91  22.85  0  0   75
0  23.39   5.44  0  1   75
0  40.17  22.82  0  1   75
0  37.92  21.48  0  0   75
0  26.56   5.80  1  0   75
0  28.95  10.19  0  1   75
0  27.93   9.36  0  1   75
0  40.03  20.77  1  0   75
0  46.37  29.39  1  0   75
0  38.15  21.49  1  0   75
0  24.79   6.04  0  0   75
0  27.73   6.58  0  1   75
0  28.10   6.66  1  1   75
0  28.77   6.57  1  0   75
0  32.86   5.80  1  1   75
0  40.02  22.82  0  0   75
0  27.35   7.63  1  0   75
0  28.26   6.61  1  0   75
0  24.00   5.57  0  1   75
0  47.74  31.21  1  0   75
0  38.65  21.44  1  1   75
0  39.02  21.48  1  1   75
0  39.57  21.48  0  0   75
0  43.87  26.69  0  0   80
0  48.71  29.39  1  1   80
0  24.95   6.21  0  1   80
0  47.84  29.39  1  0   80
0  26.65   5.80  0  0   80
0  47.61  31.20  1  1   77
0  38.48  21.48  0  1   77
0  28.81   8.56  1  1   77
0  26.98   7.63  0  1   77
0  26.69   6.21  1  1   77
0  47.66  31.21  1  0   77
0  36.87  17.13  0  1   77
0  22.62   5.10  0  0   77
1  47.45  31.18  1  1   77
0  33.07  16.39  0  0   77
0  35.35  17.14  1  1   77
0  46.42  29.39  1  1   87
0  45.62  26.84  1  1   80
0  27.59   7.63  0  0   80
0  27.00   6.58  1  0   80
0  36.63  16.38  0  1   80
0  24.96   6.19  1  0   80
0  47.85  26.94  1  0   80
0  27.21   8.56  1  1   80
0  45.68  29.39  1  1   77
0  46.54  29.39  1  1   77
0  44.35  29.39  0  0   77
0  38.77  21.48  0  1   77
0  26.08   5.05  0  0   77
0  35.49  16.36  0  1   77
0  46.03  29.39  0  0   77
0  28.09   5.80  1  0   77
0  27.79   7.59  1  1   77
0  29.59   8.59  0  0   77
0  26.77   5.80  1  0   77
0  26.43   5.81  1  1   77
0  40.08  22.86  1  1   77
0  47.91  29.36  1  1   77
0  48.94  31.21  0  1   87
0  33.00  16.38  0  0   87
0  39.41  21.49  0  1   87
0  29.65   9.75  0  1   87
0  30.57   8.57  0  1   87
0  23.51   5.52  0  0   87
0  23.53   5.41  0  0   87
0  33.85  16.39  0  1   87
0  38.21  21.80  0  1   87
0  31.99   7.65  0  1   87
0  42.93  29.39  1  0   87
0  46.09  29.39  1  1   87
0  39.94  21.77  1  1   87
0  37.48  20.86  1  0   80
0  49.27  29.69  0  0   80
0  49.71  31.29  0  0   80
0  32.48   5.77  0  1   80
0  29.80   9.73  0  0   77
0  26.92   7.63  0  0   77
0  47.78  31.21  0  0   87
0  28.68   8.64  1  0   87
0  27.20   7.58  1  1   87
0  27.09   7.65  1  0   87
0  24.16   5.57  0  1   87
0  27.92   5.80  0  0   87
0  29.79   8.56  0  1   87
1  44.43  21.57  1  1   87
0  41.07  22.82  1  1   87
0  42.01  21.39  1  1   87
0  40.03  16.38  0  1   87
0  32.82  16.38  1  1   87
0  49.82  31.25  0  0   87
0  34.76  17.13  0  1   87
0  36.55  16.38  0  0   87
0  24.88   6.14  0  0   87
0  44.24  29.39  0  1   87
0  37.92  21.72  0  1   80
0  50.18  31.21  0  0   80
0  23.10   5.05  1  1   80
0  25.95   6.15  0  1   80
0  33.07  16.38  0  0   80
0  26.84   6.11  0  1   80
0  27.50   6.58  0  1   80
0  25.69   5.57  0  1   77
0  26.81   5.80  1  0   77
0  29.43   8.57  0  0   77
0  48.53  31.19  0  0   77
0  27.56   8.61  1  0   77
0  50.39  35.52  0  0   77
0  50.67  34.77  0  1   77
0  35.84  15.28  0  1   77
